X,block_number,block_transaction_count,block_size,block_gas_used,miners_label
1,3903900,65,10043,4701379,ethermine
2,3903901,36,5142,4695025,C0ea08A2d
3,3903902,2,755,258010,DwarfPool1
4,3903903,29,3926,4701890,ethermine
5,3903904,32,4098,4698626,Ethermine.ru
6,3903905,197,22275,4701928,ethermine
7,3903906,27,3535,4694704,ethermine
8,3903907,27,3588,4687308,miningpoolhub_1
9,3903908,7,1314,4701495,ethfans.org
10,3903909,22,2982,4707352,ethermine
11,3903910,43,5487,4707761,miningpoolhub_1
12,3903911,62,7655,4694726,Coinotron
13,3903912,35,4454,4523239,f2pool
14,3903913,10,1657,1306005,f2pool
15,3903914,18,2534,4697838,C0ea08A2d
16,3903915,0,533,0,f2pool
17,3903916,0,1075,0,f2pool
18,3903917,23,3089,4708525,miningpoolhub_1
19,3903918,39,5531,4702739,Nanopool
20,3903919,61,7255,4706109,miningpoolhub_1
21,3903920,23,3150,4698765,miningpoolhub_1
22,3903921,38,4741,4696084,Nanopool
23,3903922,29,3770,4691926,ethfans.org
24,3903923,26,4106,4694450,ethermine
25,3903924,0,533,0,f2pool
26,3903925,28,3658,4700561,Nanopool
27,3903926,20,2764,4693870,C0ea08A2d
28,3903927,17,2490,4692183,Ethpool_2
29,3903928,25,3385,4707466,ethermine
30,3903929,0,533,0,f2pool
31,3903930,0,1066,0,f2pool
32,3903931,40,5108,4711971,ethfans.org
33,3903932,60,7906,4696158,C0ea08A2d
34,3903933,56,7395,4704325,Ethpool_2
35,3903934,42,5254,4708433,ethermine
36,3903935,194,22140,4700947,ethermine
37,3903936,222,25385,4708467,ethermine
38,3903937,32,4617,4706710,Nanopool
39,3903938,27,3659,4709469,Ethpool_2
40,3903939,18,2735,4672984,bitclubpool
41,3903940,25,4233,4694421,ethermine
42,3903941,34,4895,4690805,C0ea08A2d
43,3903942,18,2724,4700651,ethermine
44,3903943,92,11376,4703485,ethfans.org
45,3903944,129,15234,4661524,f2pool
46,3903945,78,10027,4714983,a4aaf1d
47,3903946,22,3157,4682773,miningpoolhub_1
48,3903947,7,8433,4704239,miningpoolhub_1
49,3903948,70,8825,4687062,Coinotron
50,3903949,32,4183,4705472,ethfans.org
51,3903950,17,9710,4694032,miningpoolhub_1
52,3903951,109,12660,2361397,ethermine
53,3903952,62,9948,4697077,waterhole
54,3903953,24,3839,4692897,miningpoolhub_1
55,3903954,50,7027,4689421,Coinotron
56,3903955,103,12170,4697209,f2pool
57,3903956,47,6242,4695559,Coinotron
58,3903957,175,20153,3863190,ethermine
59,3903958,16,2524,4693353,miningpoolhub_1
60,3903959,1,643,300000,DwarfPool1
61,3903960,9,8659,4682383,ethfans.org
62,3903961,55,6747,4692642,Ethpool_2
63,3903962,13,2037,4706252,ethermine
64,3903963,26,3666,4704060,ethermine
65,3903964,10,1758,4704270,miningpoolhub_1
66,3903965,1,642,1223029,DwarfPool1
67,3903966,128,14910,4703821,f2pool
68,3903967,11,1776,4700743,waterhole
69,3903968,53,6792,4686842,C0ea08A2d
70,3903969,77,9205,4683104,miningpoolhub_1
71,3903970,38,5149,4697410,C0ea08A2d
72,3903971,155,17691,4664034,f2pool
73,3903972,26,4613,4678303,Nanopool
74,3903973,34,4453,4661003,miningpoolhub_1
75,3903974,23,3475,4702077,ethfans.org
76,3903975,26,3575,4691376,ethfans.org
77,3903976,130,15225,4708298,ethermine
78,3903977,26,10987,4708163,ethermine
79,3903978,36,4880,4709325,ethfans.org
80,3903979,36,5673,4709849,Nanopool
81,3903980,38,5281,4696383,ethermine
82,3903981,38,5242,4698769,Nanopool
83,3903982,5,1095,635824,f2pool
84,3903983,1,649,143712,f2pool
85,3903984,0,533,0,f2pool
86,3903985,0,533,0,f2pool
87,3903986,47,6106,4697732,ethermine
88,3903987,203,23078,4700963,ethermine
89,3903988,47,5738,4694771,ethermine
90,3903989,29,3801,4696795,miningpoolhub_1
91,3903990,1,648,200000,f2pool
92,3903991,44,5983,4700669,miningpoolhub_1
93,3903992,218,24656,4705158,ethermine
94,3903993,27,3644,4691978,ethfans.org
95,3903994,116,13575,2631652,ethermine
96,3903995,0,533,0,f2pool
97,3903996,41,5402,4703123,C0ea08A2d
98,3903997,0,533,0,f2pool
99,3903998,91,10736,2000690,ethermine
100,3903999,28,3792,4662587,ethermine
101,3904000,1,1183,200000,DwarfPool1
102,3904001,1,649,143712,f2pool
103,3904002,35,4880,4711349,Nanopool
104,3904003,1,645,4707700,Nanopool
105,3904004,0,533,0,f2pool
106,3904005,37,4844,4697860,Nanopool
107,3904006,0,1053,0,f2pool
108,3904007,36,4793,4701094,bitclubpool
109,3904008,129,15116,4685891,f2pool
110,3904009,137,16146,4716610,f2pool
111,3904010,30,4515,4616048,Nanopool
112,3904011,101,12792,4705172,f2pool
113,3904012,33,4507,4703559,miningpoolhub_1
114,3904013,180,21234,4698831,ethermine
115,3904014,45,5775,4696659,C0ea08A2d
116,3904015,133,15401,4698372,f2pool
117,3904016,45,6046,4698122,C0ea08A2d
118,3904017,9,1540,4706029,Nanopool
119,3904018,38,5292,4705759,bitclubpool
120,3904019,1,643,233080,DwarfPool1
121,3904020,27,4240,4691855,C0ea08A2d
122,3904021,214,24871,4685611,DwarfPool1
123,3904022,184,21773,4695278,ethermine
124,3904023,33,4244,4706848,ethermine
125,3904024,134,16047,4656527,f2pool
126,3904025,111,13246,4696118,Nanopool
127,3904026,25,3406,4710252,DwarfPool1
128,3904027,41,5129,4697800,miningpoolhub_1
129,3904028,1,646,4710000,Nanopool
130,3904029,214,24264,4692211,ethermine
131,3904030,37,4637,4704013,ethfans.org
132,3904031,24,3531,4706421,ethfans.org
133,3904032,32,4218,4703000,miningpoolhub_1
134,3904033,213,24534,4711142,ethermine
135,3904034,69,8177,4697967,a9a926b
136,3904035,8,1483,4700318,C0ea08A2d
137,3904036,30,3858,4705167,Ethpool_2
138,3904037,10,1651,4702001,ethfans.org
139,3904038,15,2191,4710767,Ethpool_2
140,3904039,39,5344,4694611,ethfans.org
141,3904040,29,3898,4702000,ethfans.org
142,3904041,42,5626,4697941,Ethpool_2
143,3904042,2,754,523029,DwarfPool1
144,3904043,48,5917,4691950,Nanopool
145,3904044,19,2644,4687678,49deb4
146,3904045,42,5631,4698671,C0ea08A2d
147,3904046,161,18695,4687038,ethermine
148,3904047,30,4295,4710183,ethermine
149,3904048,39,4993,4711070,ethermine
150,3904049,206,24117,4693441,ethermine
151,3904050,52,7244,4705045,ethfans.org
152,3904051,114,13261,4697655,f2pool
153,3904052,145,16789,3227934,ethermine
154,3904053,40,5338,4709910,ethermine
155,3904054,27,3651,4709000,ethermine
156,3904055,172,21054,3781609,f2pool
157,3904056,128,15700,4703112,Ethpool_2
158,3904057,93,11025,2166503,ethermine
159,3904058,32,4166,748647,ethermine
160,3904059,50,6880,4700480,Coinotron
161,3904060,8,1425,1032000,f2pool
162,3904061,10,1643,389955,f2pool
163,3904062,75,8902,1679090,ethermine
164,3904063,146,17142,4702832,f2pool
165,3904064,66,8465,4699450,ethermine
166,3904065,13,2068,4704458,ethfans.org
167,3904066,5,1090,541000,f2pool
168,3904067,1,649,4710000,f2pool
169,3904068,42,5666,4702963,Nanopool
170,3904069,5,1091,541000,f2pool
171,3904070,194,23273,4710568,ethermine
172,3904071,57,6973,4709963,ethermine
173,3904072,104,12239,4222668,f2pool
174,3904073,51,6691,3516652,f2pool
175,3904074,95,11464,4696862,Nanopool
176,3904075,6,1208,4698774,ethfans.org
177,3904076,49,6354,4704789,miningpoolhub_1
178,3904077,7,1316,535900,f2pool
179,3904078,45,5958,4693460,ethfans.org
180,3904079,74,8884,1710000,f2pool
182,3904080,9,1605,4703505,ethfans.org
183,3904081,1,641,21000,DwarfPool1
184,3904082,55,7195,4707636,Nanopool
186,3904083,207,23683,4709146,ethermine
194,3904084,48,6458,4700112,miningpoolhub_1
195,3904085,31,4015,4695478,ethfans.org
196,3904086,169,19519,3641468,ethermine
210,3904087,55,7619,4693600,miningpoolhub_1
211,3904088,36,4655,4702966,a9a926b
212,3904089,54,6927,4707340,ethermine
222,3904090,1,649,4707806,f2pool
223,3904091,48,6640,4698068,ethfans.org
228,3904092,56,6795,4695311,C0ea08A2d
231,3904093,9,1540,925000,f2pool
232,3904094,43,6055,4704341,C0ea08A2d
233,3904095,57,7056,4692724,Nanopool
234,3904096,31,4263,4699497,Coinotron
235,3904097,57,7787,4696147,ethermine
241,3904098,27,11126,4698600,miningpoolhub_1
246,3904099,110,12743,2449722,ethermine
466,3904100,40,5034,943632,ethermine
468,3904101,53,6860,4668396,miningpoolhub_1
469,3904102,3,886,4686595,ethfans.org
474,3904103,47,6369,4700456,C0ea08A2d
475,3904104,38,6884,4707861,Ethpool_2
479,3904105,3,869,4697267,miningpoolhub_1
480,3904106,161,21790,4697397,ethermine
483,3904107,26,3420,4709058,ethfans.org
484,3904108,69,8830,4707836,Ethpool_2
486,3904109,40,5764,4709610,Ethpool_2
487,3904110,0,527,0,DwarfPool1
488,3904111,79,9280,1687125,ethermine
489,3904112,27,3530,4136966,f2pool
492,3904113,78,9990,4699909,miningpoolhub_1
496,3904114,64,8682,4700516,Nanopool
497,3904115,8,1616,928915,f2pool
498,3904116,9,1530,563000,f2pool
499,3904117,2,757,81000,f2pool
500,3904118,129,16003,4703418,ethermine
502,3904119,45,5736,4701547,miningpoolhub_1
503,3904120,44,5893,4685856,Nanopool
507,3904121,2,760,81000,f2pool
508,3904122,20,2765,4109589,f2pool
510,3904123,1,642,200000,DwarfPool1
511,3904124,9,1534,563000,f2pool
512,3904125,0,527,0,DwarfPool1
513,3904126,5,1090,401000,f2pool
514,3904127,75,9293,4674997,Nanopool
515,3904128,0,527,0,DwarfPool1
516,3904129,113,14158,4690962,ethermine
517,3904130,4,1513,380000,f2pool
518,3904131,34,4653,4699351,miningpoolhub_1
519,3904132,6,1209,4696515,a9a926b
520,3904133,41,5607,4688853,ethermine
521,3904134,0,527,0,DwarfPool1
522,3904135,74,8993,4703900,ethfans.org
526,3904136,213,24404,4701107,ethermine
528,3904137,60,8334,4705703,Nanopool
531,3904138,19,2988,1694964,f2pool
532,3904139,0,527,0,DwarfPool1
533,3904140,16,2376,4703903,ethermine
534,3904141,56,7189,4707088,Nanopool
536,3904142,8,1420,644482,f2pool
537,3904143,3,870,620000,f2pool
538,3904144,11,2283,1243054,f2pool
539,3904145,71,9314,4705498,ethermine
541,3904146,87,10423,4706964,ethermine
543,3904147,3,939,273571,f2pool
544,3904148,69,8558,4704848,ethermine
546,3904149,6,1296,908131,f2pool
547,3904150,19,2784,2236535,f2pool
548,3904151,108,13040,4699471,Nanopool
551,3904152,216,25109,4707549,DwarfPool1
554,3904153,27,3516,4689967,C0ea08A2d
555,3904154,12,1873,1146029,f2pool
556,3904155,87,10995,4707771,ethfans.org
557,3904156,8,1430,4701774,a9a926b
558,3904157,3,868,141000,f2pool
559,3904158,32,4147,1142512,f2pool
560,3904159,2,759,42000,f2pool
561,3904160,71,9397,4694796,miningpoolhub_1
562,3904161,2,760,81000,f2pool
563,3904162,5,1089,361000,f2pool
564,3904163,79,10239,4690480,ethermine
565,3904164,78,9699,4690046,ethermine
566,3904165,93,12046,4693511,ethermine
567,3904166,12,2465,1267600,f2pool
568,3904167,212,24137,4695448,ethermine
569,3904168,33,4711,4655647,C0ea08A2d
570,3904169,217,24750,4698501,ethermine
571,3904170,42,6229,4689810,ethermine
572,3904171,130,15698,2802864,ethermine
573,3904172,7,1385,762571,f2pool
574,3904173,134,15853,4693836,poolgpu
575,3904174,94,11270,4695903,miningpoolhub_1
576,3904175,136,15702,2941738,ethermine
577,3904176,9,1536,1423029,f2pool
578,3904177,81,10339,4708860,ethfans.org
579,3904178,19,2640,3302999,f2pool
580,3904179,108,13156,4705356,Nanopool
581,3904180,1,647,60000,f2pool
582,3904181,0,527,0,DwarfPool1
583,3904182,75,9324,4694509,ethfans.org
584,3904183,153,17397,4697410,f2pool
585,3904184,126,14778,4671444,f2pool
586,3904185,46,13147,4715734,miningpoolhub_1
587,3904186,3,870,760000,f2pool
588,3904187,67,9459,4705248,miningpoolhub_1
589,3904188,4,974,4707630,miningpoolhub_1
590,3904189,131,16725,4699867,ethermine
591,3904190,215,24605,4687220,ethermine
592,3904191,56,7548,4707541,Nanopool
593,3904192,12,1866,1294764,f2pool
594,3904193,214,24453,4692665,ethermine
595,3904194,43,6344,4616384,poolgpu
596,3904195,4,979,697161,DwarfPool1
597,3904196,74,9265,4707072,Nanopool
598,3904197,94,11111,4693326,Coinotron
599,3904198,47,13569,4703299,Ethpool_2
600,3904199,73,10169,4680331,C0ea08A2d
181,3904200,9,1615,4685629,bitclubpool
185,3904201,99,12984,4690052,ethermine
187,3904202,0,527,0,DwarfPool1
188,3904203,55,7703,4676896,Ethpool_2
189,3904204,58,7076,4687996,miningpoolhub_1
190,3904205,3,868,4684660,Ethpool_2
191,3904206,0,527,0,DwarfPool1
192,3904207,66,8416,4693438,Nanopool
193,3904208,47,5890,4699817,Nanopool
197,3904209,55,6996,4633336,poolgpu
198,3904210,10,1652,4706197,ethermine
199,3904211,82,11118,4695732,Ethpool_2
200,3904212,83,10042,4633230,miningpoolhub_1
201,3904213,7,1316,501000,f2pool
202,3904214,2,1288,220000,f2pool
203,3904215,71,10747,4654722,ethfans.org
204,3904216,46,6242,4639002,miningpoolhub_1
205,3904217,29,4004,4707656,ethfans.org
206,3904218,1,648,200000,f2pool
207,3904219,1,646,60000,f2pool
208,3904220,14,2240,2594142,f2pool
209,3904221,100,12177,4705409,ethfans.org
213,3904222,1,643,200000,DwarfPool1
214,3904223,0,527,0,DwarfPool1
215,3904224,12,1928,1254397,f2pool
216,3904225,76,10887,4684718,bitclubpool
217,3904226,66,9322,4635624,ethermine
218,3904227,40,6153,4690302,ea5da3
219,3904228,25,3465,4684639,miningpoolhub_1
220,3904229,34,5120,4645619,ethfans.org
221,3904230,36,5497,4690007,ethermine
224,3904231,32,4459,4656281,miningpoolhub_1
225,3904232,6,1201,761000,f2pool
226,3904233,63,15002,4696228,ethfans.org
227,3904234,6,1198,126000,f2pool
229,3904235,51,7003,4677952,ethermine
230,3904236,67,15218,4703720,ethermine
236,3904237,2,757,81000,f2pool
237,3904238,1,649,200000,f2pool
238,3904239,102,12196,4694899,ethfans.org
239,3904240,74,9344,4698643,ethermine
240,3904241,41,5422,4699887,ethfans.org
242,3904242,5,1093,601001,f2pool
243,3904243,3,868,180000,f2pool
244,3904244,3,941,277600,f2pool
245,3904245,113,14553,4700271,ethfans.org
247,3904246,117,14280,4692285,miningpoolhub_1
248,3904247,0,527,0,DwarfPool1
249,3904248,61,7668,4654073,Nanopool
250,3904249,33,4537,4677481,ethfans.org
251,3904250,59,7313,4706381,miningpoolhub_1
252,3904251,3,943,433571,f2pool
253,3904252,57,7967,4676325,ethermine
255,3904253,68,8465,4705421,ethermine
256,3904254,57,7690,4696008,ethfans.org
257,3904255,36,11968,4649218,C0ea08A2d
258,3904256,107,13370,4681947,ethermine
266,3904257,31,3969,4709482,ethermine
267,3904258,76,11424,4700354,Ethpool_2
273,3904259,35,4760,4693755,Ethpool_2
274,3904260,3,1403,320000,f2pool
275,3904261,125,14886,4707470,Nanopool
281,3904262,25,3620,4702494,ethermine
282,3904263,23,3220,4669325,ethermine
283,3904264,48,14168,4700750,C0ea08A2d
285,3904265,4,991,4709774,ethermine
286,3904266,42,5565,4689475,ethermine
288,3904267,7,1297,4690701,miningpoolhub_1
289,3904268,53,7004,4704679,ethfans.org
290,3904269,46,7608,4651020,ethermine
297,3904270,6,2282,4704543,ethfans.org
298,3904271,4,982,341000,f2pool
299,3904272,48,7874,4613572,C0ea08A2d
302,3904273,34,5216,4566112,ethfans.org
303,3904274,1,648,160000,f2pool
304,3904275,27,3487,1135000,f2pool
305,3904276,59,8076,4699503,ethermine
306,3904277,3,1479,153571,f2pool
307,3904278,6,1555,927986,f2pool
308,3904279,98,12670,4695058,ethermine
310,3904280,39,6088,4705406,ethermine
311,3904281,0,527,0,DwarfPool1
312,3904282,53,6819,4558587,ethfans.org
315,3904283,3,997,4586196,ethermine
316,3904284,74,9972,4654633,ethermine
318,3904285,82,9662,4646008,ethfans.org
323,3904286,10,1650,1062879,f2pool
324,3904287,7,1315,1644774,f2pool
325,3904288,100,11948,4653988,ethermine
326,3904289,30,4212,4702208,miningpoolhub_1
331,3904290,51,7078,4633652,ethermine
332,3904291,4,1042,186688,f2pool
333,3904292,65,8147,4598437,Nanopool
335,3904293,6,1198,4694415,ethermine
336,3904294,20,3949,4639108,ethermine
337,3904295,39,5194,4668773,Ethpool_2
339,3904296,14,2095,2165722,f2pool
340,3904297,10,1701,748264,f2pool
341,3904298,47,6788,4637365,miningpoolhub_1
342,3904299,75,12029,4691670,a4aaf1d
369,3904300,2,1291,120000,f2pool
370,3904301,117,14167,4705537,ethermine
377,3904302,115,14376,4668802,Nanopool
380,3904303,68,9552,4576908,ethermine
383,3904304,0,527,0,DwarfPool1
384,3904305,94,12311,4699712,C0ea08A2d
385,3904306,3,869,180000,f2pool
386,3904307,3,870,281000,f2pool
387,3904308,4,979,580000,f2pool
388,3904309,99,12181,4613225,Coinotron
389,3904310,6,1867,447142,f2pool
390,3904311,0,533,0,f2pool
391,3904312,183,21608,4692656,ethermine
394,3904313,21,3000,4696095,poolgpu
395,3904314,4,980,504029,f2pool
396,3904315,3,869,180000,f2pool
397,3904316,10,1805,961363,f2pool
398,3904317,91,11958,4677616,ethermine
400,3904318,0,533,0,f2pool
401,3904319,66,8861,4666208,bitclubpool
407,3904320,0,533,0,f2pool
408,3904321,0,527,0,DwarfPool1
409,3904322,116,14082,4654203,Nanopool
411,3904323,14,2564,4655771,miningpoolhub_1
414,3904324,0,533,0,f2pool
415,3904325,1,649,4000000,f2pool
416,3904326,107,13175,4590316,ethermine
417,3904327,33,4455,4690159,ethfans.org
418,3904328,10,2257,1170147,f2pool
419,3904329,2,759,120000,f2pool
422,3904330,104,12994,4709385,Nanopool
428,3904331,0,527,0,DwarfPool1
429,3904332,132,16174,4620083,Nanopool
431,3904333,1,646,60000,f2pool
432,3904334,49,6974,4696877,miningpoolhub_1
436,3904335,6,1200,524029,f2pool
437,3904336,75,10154,4642953,ethermine
438,3904337,40,5530,4550490,miningpoolhub_1
439,3904338,159,18761,4637150,ethermine
440,3904339,40,5901,4605041,ethermine
441,3904340,114,20676,4706201,ethermine
442,3904341,33,4452,4700000,ethfans.org
443,3904342,4,980,441001,f2pool
444,3904343,118,14291,4699720,Coinotron
445,3904344,33,4456,4700000,ethfans.org
446,3904345,0,527,0,DwarfPool1
447,3904346,94,12438,4711674,ethfans.org
448,3904347,5,1191,1148131,f2pool
449,3904348,124,16349,4699686,Nanopool
450,3904349,41,5177,4600992,miningpoolhub_1
451,3904350,63,9170,4618449,miningpoolhub_1
452,3904351,10,2176,4706740,Ethpool_2
453,3904352,55,7752,4579831,ethfans.org
454,3904353,3,1402,4655639,ethfans.org
455,3904354,49,6969,4568870,ethermine
456,3904355,1,646,21000,f2pool
457,3904356,77,10216,4674469,C0ea08A2d
458,3904357,60,7352,4615433,miningpoolhub_1
459,3904358,7,1981,4703522,ethfans.org
460,3904359,16,2429,4711748,ethermine
461,3904360,77,10100,4633728,Nanopool
462,3904361,7,1314,304001,f2pool
463,3904362,1,649,21000,f2pool
464,3904363,21,3646,4691355,miningpoolhub_1
465,3904364,104,12435,4642384,miningpoolhub_1
467,3904365,52,6770,4566191,poolgpu
470,3904366,0,533,0,f2pool
471,3904367,3,869,4686034,ethermine
472,3904368,66,8712,4589251,ethfans.org
473,3904369,3,886,4688774,ethfans.org
476,3904370,70,9245,4623941,C0ea08A2d
477,3904371,37,4921,4709558,ethfans.org
478,3904372,80,10584,4567105,ethermine
481,3904373,38,5638,4704129,ethfans.org
482,3904374,97,12718,4624662,ethermine
485,3904375,179,21905,4709976,ethermine
490,3904376,3,1409,180000,f2pool
491,3904377,53,6925,4704369,ethermine
493,3904378,2,760,221000,f2pool
494,3904379,0,527,0,DwarfPool1
495,3904380,183,22221,4697141,ethermine
501,3904381,34,6541,4686471,ethermine
504,3904382,65,8788,4697741,ethermine
505,3904383,6,1550,550000,f2pool
506,3904384,46,6202,4702884,ethfans.org
509,3904385,84,11497,4543369,miningpoolhub_1
523,3904386,3,870,420000,f2pool
524,3904387,56,14657,4588656,ethermine
525,3904388,54,7143,4682119,ethermine
527,3904389,185,22047,4711319,DwarfPool1
529,3904390,44,6101,4541964,miningpoolhub_1
530,3904391,61,9184,4700952,ethermine
535,3904392,50,6769,4677348,Coinotron
540,3904393,72,9215,4530577,ethermine
542,3904394,100,13240,4693322,C0ea08A2d
545,3904395,64,8675,4605220,miningpoolhub_1
549,3904396,46,13512,4663381,Nanopool
550,3904397,86,10386,4652335,Nanopool
552,3904398,52,7603,3710926,ethermine
553,3904399,18,2678,4629778,ethermine
254,3904400,57,7587,4609612,ethermine
259,3904401,4,1060,4684554,ethfans.org
260,3904402,56,7562,4584940,ethermine
261,3904403,1,646,60000,f2pool
262,3904404,0,533,0,f2pool
263,3904405,58,7785,4685558,miningpoolhub_1
264,3904406,40,5267,3498840,ethfans.org
265,3904407,44,6350,3793411,miningpoolhub_1
268,3904408,62,7654,4689545,Ethpool_2
269,3904409,3,877,4638580,ethfans.org
270,3904410,1,647,60000,f2pool
271,3904411,33,12184,4632691,ethfans.org
272,3904412,53,6636,3187279,ethermine
276,3904413,0,527,0,DwarfPool1
277,3904414,76,10201,4704821,Ethpool_2
278,3904415,4,982,262000,f2pool
279,3904416,27,14887,4624020,ethermine
280,3904417,87,14877,4709636,waterhole
284,3904418,64,9174,4578672,ethfans.org
287,3904419,41,5218,3406820,miningpoolhub_1
291,3904420,5,1624,434080,f2pool
292,3904421,4,979,680000,f2pool
293,3904422,7,1662,538666,f2pool
294,3904423,58,7309,4695627,Ethpool_2
295,3904424,0,527,0,DwarfPool1
296,3904425,5,1089,261000,f2pool
300,3904426,0,533,0,f2pool
301,3904427,145,18216,4690736,ethermine
309,3904428,109,20636,4689509,ethermine
313,3904429,54,8025,4422313,miningpoolhub_1
314,3904430,66,8313,4507757,a9a926b
317,3904431,45,6815,4654898,Coinotron
319,3904432,5,1094,401000,f2pool
320,3904433,82,10849,4526794,ethfans.org
321,3904434,1,649,200000,f2pool
322,3904435,87,10946,4657825,ethermine
327,3904436,7,1317,545482,f2pool
328,3904437,71,9193,4688067,C0ea08A2d
329,3904438,0,527,0,DwarfPool1
330,3904439,98,12542,4647636,miningpoolhub_1
334,3904440,30,4255,2752553,ethfans.org
338,3904441,112,14124,4653345,Nanopool
343,3904442,0,527,0,DwarfPool1
344,3904443,66,9037,4561443,ethfans.org
345,3904444,43,5365,2190971,ethermine
346,3904445,11,2303,627000,f2pool
347,3904446,56,7475,3145881,ethermine
348,3904447,48,6075,4698492,Coinotron
349,3904448,58,7607,2157530,Nanopool
350,3904449,29,3987,2684709,ethermine
351,3904450,3,873,266482,f2pool
352,3904451,84,10704,4603085,ethermine
353,3904452,53,6430,1503739,C0ea08A2d
354,3904453,0,1064,0,f2pool
355,3904454,57,7979,4553035,ethfans.org
356,3904455,98,11515,3942665,Nanopool
357,3904456,7,1380,4660972,ethermine
358,3904457,6,1200,321000,f2pool
359,3904458,70,9151,2950402,poolgpu
360,3904459,9,1536,4679415,ethfans.org
361,3904460,1,648,210000,f2pool
362,3904461,74,9597,4595165,ethermine
363,3904462,44,5517,4673358,ethermine
364,3904463,56,8189,4543997,ethermine
365,3904464,8,1494,554571,f2pool
366,3904465,73,9744,3769401,poolgpu
367,3904466,58,7168,4705847,waterhole
368,3904467,62,8187,3720782,C0ea08A2d
371,3904468,12,1865,4699057,ethermine
372,3904469,57,7626,4650838,miningpoolhub_1
373,3904470,69,9621,4567294,ethfans.org
374,3904471,45,5745,4588099,Nanopool
375,3904472,0,527,0,DwarfPool1
376,3904473,79,10039,4684460,Coinotron
378,3904474,6,1750,4581774,ethermine
379,3904475,116,14172,4562150,ethermine
381,3904476,5,1091,4694418,Ethpool_2
382,3904477,113,13408,2546326,f2pool
392,3904478,96,16658,4694420,a4aaf1d
393,3904479,5,1233,387142,f2pool
399,3904480,114,15154,4572611,a9a926b
402,3904481,45,5857,4655171,ethfans.org
403,3904482,1,646,60000,f2pool
404,3904483,90,12506,4600658,Nanopool
405,3904484,34,4366,4532792,C0ea08A2d
406,3904485,72,10085,4684005,miningpoolhub_1
410,3904486,81,11018,4704867,ethermine
412,3904487,7,1316,303000,f2pool
413,3904488,86,11201,4712311,ethermine
420,3904489,0,533,0,f2pool
421,3904490,90,11756,4681714,Nanopool
423,3904491,2,758,360000,f2pool
424,3904492,53,12724,4556658,Nanopool
425,3904493,1,644,250000,DwarfPool1
426,3904494,1,646,60000,f2pool
427,3904495,90,11753,4543362,625a08
430,3904496,56,6898,4646346,Ethermine.ru
433,3904497,50,6489,4692104,Nanopool
434,3904498,60,7930,4349220,C0ea08A2d
435,3904499,53,6536,4606000,ethermine
601,3904500,54,7783,4693524,ethfans.org
602,3904501,48,5984,4586380,Ethpool_2
603,3904502,51,7064,4644298,ethfans.org
604,3904503,74,8784,4699070,Coinotron
605,3904504,126,14941,2953472,f2pool
606,3904505,111,14146,4704092,a9a926b
613,3904506,128,15284,4693095,miningpoolhub_1
614,3904507,0,527,0,DwarfPool1
615,3904508,12,1865,1582000,f2pool
616,3904509,136,16864,4616683,ethermine
621,3904510,101,11973,4636508,ethermine
625,3904511,47,6067,4658819,miningpoolhub_1
626,3904512,91,11411,4663610,ethfans.org
628,3904513,61,7611,4626626,Nanopool
629,3904514,0,527,0,DwarfPool1
630,3904515,0,527,0,DwarfPool1
631,3904516,19,2705,891053,f2pool
632,3904517,4,1511,240000,f2pool
633,3904518,120,14725,4668548,ethfans.org
636,3904519,40,5688,4612502,miningpoolhub_1
640,3904520,7,1440,4664586,ethermine
641,3904521,69,8960,4685076,ethermine
644,3904522,69,8484,4575590,Nanopool
647,3904523,53,7654,4629520,Coinotron
648,3904524,5,1089,261000,f2pool
649,3904525,4,979,404482,f2pool
650,3904526,82,10434,4615078,miningpoolhub_1
652,3904527,77,9170,4587239,poolgpu
653,3904528,1,647,21000,f2pool
654,3904529,68,8917,4599238,C0ea08A2d
656,3904530,64,7767,4606622,Nanopool
658,3904531,56,7565,4689192,DwarfPool1
665,3904532,0,527,0,DwarfPool1
666,3904533,1,646,60000,f2pool
667,3904534,6,1338,307142,f2pool
668,3904535,70,9512,4656305,bitclubpool
669,3904536,3,872,305482,f2pool
670,3904537,68,9234,4667323,ethfans.org
671,3904538,63,8118,4608450,Nanopool
672,3904539,0,527,0,DwarfPool1
673,3904540,2,831,258053,f2pool
674,3904541,62,8352,4570331,Nanopool
677,3904542,55,6810,4586422,miningpoolhub_1
682,3904543,166,19673,4684522,DwarfPool1
683,3904544,67,8317,4670458,ethermine
691,3904545,7,1310,381000,f2pool
692,3904546,92,11695,4685016,Coinotron
694,3904547,29,3784,4541453,Ethpool_2
704,3904548,4,980,4670764,ethermine
705,3904549,57,7787,4572389,miningpoolhub_1
706,3904550,3,866,141000,f2pool
707,3904551,68,9164,4634080,Ethpool_2
712,3904552,86,10274,4639925,ethermine
714,3904553,41,6024,4537243,ethermine
715,3904554,5,1438,167855,f2pool
716,3904555,49,6851,4614414,ethfans.org
717,3904556,47,5819,4545735,ethermine
718,3904557,41,5899,4648544,ethermine
719,3904558,43,5397,4556733,ethermine
722,3904559,45,6394,4554811,miningpoolhub_1
723,3904560,0,1061,0,f2pool
724,3904561,73,9565,4703924,miningpoolhub_1
727,3904562,119,13681,4695617,a9a926b
733,3904563,60,8316,4643476,ethermine
734,3904564,74,9099,4652813,miningpoolhub_1
735,3904565,51,7026,4625040,ethermine
741,3904566,71,8539,4537201,ethfans.org
