X,block_number,block_transaction_count,block_size,block_gas_used,block_miner
957,3904778,41,5795,4642793,0xea674fdde714fd979de3edf0f56aa9716b898ec8
963,3904881,70,8861,4711250,0xea674fdde714fd979de3edf0f56aa9716b898ec8
964,3904781,53,6884,4280855,0xea674fdde714fd979de3edf0f56aa9716b898ec8
966,3904783,14,2350,4577396,0xea674fdde714fd979de3edf0f56aa9716b898ec8
967,3904784,31,18130,4707010,0xea674fdde714fd979de3edf0f56aa9716b898ec8
971,3904786,36,5406,4621608,0xea674fdde714fd979de3edf0f56aa9716b898ec8
972,3904787,48,6123,4271941,0xea674fdde714fd979de3edf0f56aa9716b898ec8
978,3904789,41,6420,4652901,0xea674fdde714fd979de3edf0f56aa9716b898ec8
982,3904888,73,8967,4680688,0xea674fdde714fd979de3edf0f56aa9716b898ec8
991,3904797,184,21779,4688970,0xea674fdde714fd979de3edf0f56aa9716b898ec8
997,3904799,68,8498,4514103,0xea674fdde714fd979de3edf0f56aa9716b898ec8
999,3904903,22,3485,2117762,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1010,3904910,148,17760,4598749,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1012,3904911,51,6553,3622801,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1014,3904913,111,14556,4656296,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1015,3904914,62,10478,4697093,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1024,3904923,56,7572,4629110,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1029,3904928,90,12099,4712179,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1032,3904931,57,7221,4711317,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1035,3904934,69,9053,4689290,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1037,3904936,52,7813,4661271,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1038,3904937,33,4521,4562618,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1040,3904939,39,5374,4575558,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1044,3904943,55,8026,4697104,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1052,3904951,163,19322,4677142,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1060,3904959,79,9939,4623445,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1076,3904975,50,7374,4687291,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1081,3904980,151,17873,4698414,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1083,3904982,114,13804,4699859,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1084,3904983,195,22159,4700305,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1086,3904985,148,17318,4702042,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1087,3904986,61,7651,4703157,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1091,3904990,90,11145,4699606,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1097,3904996,128,14990,4620880,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1104,3905003,12,1858,4707774,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1107,3905006,89,11196,4676041,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1119,3905018,75,9429,4586495,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1121,3905020,22,3271,4625839,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1122,3905021,43,5907,4570317,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1124,3905023,45,6125,4700917,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1125,3905024,49,6122,4706036,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1128,3905027,47,6125,4629878,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1130,3905029,94,11406,4699458,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1131,3905030,34,4476,4624910,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1142,3905041,74,9182,3653416,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1146,3905045,123,14612,4701334,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1151,3905050,49,6472,4696306,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1152,3905051,105,12857,4699297,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1174,3905073,70,8883,3718825,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1176,3905075,146,17257,4709949,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1180,3905079,29,4241,4570166,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1186,3905085,44,6218,4636232,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1200,3905099,59,8503,4707676,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1211,3905110,134,15815,4662412,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1216,3905115,51,8038,4703887,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1220,3905119,49,6626,4537943,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1226,3905125,3,874,4638544,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1227,3905126,97,12255,4658161,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1245,3905309,68,8237,4697329,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1248,3905137,36,4906,4653441,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1249,3905310,43,5801,4707989,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1256,3905141,70,9643,4697234,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1260,3905401,63,8085,4652378,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1261,3905316,59,7234,4613739,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1266,3905321,54,7553,4603983,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1267,3905402,39,5367,4619755,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1268,3905142,6,1264,4691214,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1269,3905143,58,8473,4709472,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1271,3905323,44,6036,4675163,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1274,3905404,39,5081,4565867,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1280,3905146,71,9158,4690681,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1281,3905407,56,6914,4622268,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1282,3905408,4,991,4689057,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1284,3905410,49,10613,4693592,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1286,3905411,45,6375,4612152,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1294,3905414,7,1311,4680444,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1296,3905416,38,4963,4693261,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1297,3905330,32,4377,4607195,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1298,3905331,42,5832,4601976,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1305,3905418,44,5610,4633636,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1311,3905334,51,6336,4582535,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1312,3905335,56,15054,4679401,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1315,3905422,36,5476,4695938,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1328,3905339,48,6450,4696803,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1334,3905345,81,12289,4693328,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1340,3905436,44,5768,4691267,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1341,3905157,47,6029,4708000,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1346,3905439,125,15171,4697750,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1354,3905441,54,7828,4704888,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1361,3905351,47,6823,4584726,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1366,3905445,193,23357,4692724,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1373,3905203,25,3344,2870242,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1380,3905170,110,14786,4696085,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1385,3905453,54,7044,4583237,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1388,3905355,59,7694,4670066,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1390,3905173,63,9226,4651639,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1392,3905454,43,5654,4670471,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1393,3905455,35,4599,4665603,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1398,3905459,90,15090,4649864,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1399,3905175,77,9702,4672482,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1400,3905460,40,5322,4588403,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1406,3905462,47,5917,4660312,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1416,3905360,31,4817,4635694,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1418,3905361,44,5653,4629997,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1424,3905468,42,5717,4630953,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1428,3905362,49,6582,4704055,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1430,3905184,59,7182,4691492,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1431,3905212,61,7908,4597387,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1432,3905469,40,5185,4592333,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1435,3905214,44,6054,4137149,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1440,3905366,73,9212,4613144,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1459,3905369,21,3315,4612599,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1464,3905479,41,5753,4623736,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1490,3905383,22,3580,4702659,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1491,3905222,45,5728,4707285,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1492,3905489,48,6542,4690922,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1496,3905223,63,8640,4707625,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1503,3905196,72,9398,4704859,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1504,3905490,43,5455,4690893,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1505,3905491,43,5472,4694629,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1509,3905493,43,9717,4693388,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1512,3905389,32,4864,4620602,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1513,3905390,40,5294,4636979,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1514,3905230,146,20877,4692593,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1515,3905391,80,10173,4697529,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1524,3905394,43,6394,4642459,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1525,3905233,108,13392,4695495,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1526,3905496,48,6085,4541623,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1527,3905497,38,5185,4590960,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1531,3905234,46,6791,4537329,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1536,3905398,45,5898,4557705,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1537,3905237,62,7747,4559181,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1545,3905244,63,7990,4704743,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1549,3905248,59,8059,4612625,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1551,3905250,44,5652,4601349,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1556,3905255,89,11851,4583901,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1559,3905258,89,11361,4665815,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1560,3905259,43,5452,4689206,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1561,3905260,6,1336,4645554,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1562,3905261,62,8316,4660471,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1568,3905267,3,970,4638204,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1585,3905284,60,8659,4697407,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1586,3905285,46,6040,4712203,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1589,3905288,85,11079,4658253,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1591,3905290,97,12531,4615489,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1594,3905293,36,4791,4606276,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1595,3905294,77,9906,4682975,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1596,3905295,50,6859,4645327,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1601,3905500,45,6914,4558684,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1611,3905510,51,6600,4709318,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1613,3905512,48,6251,4647467,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1617,3905516,44,5864,4692045,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1619,3905518,161,19227,4707922,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1621,3905520,56,8285,4629002,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1628,3905527,90,10945,4695042,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1631,3905530,31,4325,4694802,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1633,3905532,27,3805,4602561,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1634,3905533,36,4878,4587220,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1637,3905536,41,5306,4622409,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1638,3905537,39,5150,4665757,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1643,3905542,46,5853,4577939,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1649,3905548,88,10842,4658787,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1655,3905554,40,5186,4632309,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1660,3905559,41,5251,4588811,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1674,3905573,56,6943,4694221,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1682,3905581,49,7288,4693602,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1688,3905587,26,3594,4567398,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1691,3905590,50,6355,4567545,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1692,3905591,4,993,4690957,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1693,3905592,40,5196,4551021,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1706,3905705,47,7080,4663437,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1711,3905710,90,10817,4695736,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1725,3905724,34,4526,4578583,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1730,3905729,39,5393,4692447,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1731,3905730,40,5115,4702703,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1735,3905734,75,9412,4673319,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1741,3905740,45,5773,4603768,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1746,3905745,41,5602,4681388,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1748,3905747,24,3501,4689269,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1754,3905753,47,7706,4695222,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1755,3905754,3,868,4693380,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1756,3905755,42,6202,4654902,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1757,3905756,42,5544,4642888,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1765,3905764,34,5151,4633531,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1773,3905772,21,3054,4701592,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1774,3905773,95,11402,4686860,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1776,3905775,30,4351,4701620,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1778,3905777,39,5146,4694513,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1779,3905778,35,4820,4696932,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1780,3905779,57,7040,4586645,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1783,3905782,42,5581,4703814,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1786,3905785,93,11319,4593211,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1788,3905787,55,6976,4673120,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1790,3905789,39,5517,4703083,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1793,3905792,52,6992,4700805,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1795,3905793,36,5061,4627230,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1796,3905794,58,7271,4646101,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1798,3905802,42,5422,4694250,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1800,3905796,42,5370,4690330,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1827,3905906,33,4182,4703093,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1838,3905913,63,7782,4654640,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1842,3905822,46,6189,4632876,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1843,3905823,37,4767,4613932,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1847,3905917,55,7034,4693514,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1848,3905918,43,5886,4656703,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1850,3905919,12,1932,4694417,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1855,3905825,129,16284,4704187,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1856,3905608,64,8545,4673643,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1860,3905827,32,4400,4656329,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1866,3905925,35,4778,4555279,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1870,3905926,111,13084,4645234,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1871,3905830,37,5648,4621200,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1882,3905616,35,4775,4692817,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1883,3905832,49,6774,4613525,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1884,3905933,176,21354,4698165,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1886,3905618,98,11831,4622656,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1900,3906004,31,4136,4633935,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1903,3905623,4,987,4694402,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1905,3905625,37,5115,4677956,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1909,3906008,33,4930,4658090,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1910,3905934,35,4796,4535818,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1913,3905937,48,6169,4593854,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1915,3905841,42,5363,4614200,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1916,3905626,41,5289,4685141,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1923,3905938,30,4026,4702625,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1927,3906013,40,5132,4709820,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1933,3905945,44,5869,4701299,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1934,3905946,65,8811,4702395,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1937,3905947,56,7589,4710832,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1941,3906015,69,8524,4631256,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1942,3905844,48,5973,4619982,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1943,3906016,4,989,4659509,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1948,3905633,40,5509,4599325,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1954,3905634,44,5634,4596462,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1956,3905636,47,6247,4537175,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1960,3906021,59,8383,4593816,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1962,3905638,56,7109,4584801,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1967,3905847,78,9606,4594168,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1970,3905957,17,2487,4557635,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1975,3906023,21,2918,4598197,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1977,3906025,45,5829,4644670,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1983,3905853,49,6137,4702913,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1987,3906027,32,4248,4563131,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1988,3905644,37,5274,4630596,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1990,3905645,83,10143,4565895,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1993,3905963,111,13674,4634461,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1995,3906028,44,5755,4690494,0xea674fdde714fd979de3edf0f56aa9716b898ec8
1999,3905648,179,21207,4704056,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2004,3906029,45,6643,4676299,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2006,3905649,39,5165,4702906,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2009,3905968,26,3775,3041585,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2010,3905969,42,5564,4593269,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2013,3906032,45,6461,4633672,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2019,3906035,28,3843,4628741,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2023,3906037,40,5073,4550441,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2030,3905971,50,6409,4595931,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2032,3905655,40,5082,4659280,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2034,3905657,41,5232,4644085,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2036,3905659,39,4982,4586387,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2040,3906046,50,6935,4688092,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2046,3905661,47,6195,4613465,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2047,3906048,186,23116,4688681,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2048,3905863,89,11202,4700920,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2049,3905973,1,646,4700000,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2056,3905867,9,1757,4694410,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2057,3905662,36,4643,4569617,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2063,3906049,199,23036,4703254,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2064,3905868,45,5643,4704780,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2067,3905982,30,4002,4710360,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2070,3905666,30,4156,4704209,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2084,3905988,172,22353,4693703,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2087,3905669,43,5513,4623558,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2088,3906052,204,23670,4703550,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2093,3905674,55,7000,4655130,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2096,3905989,201,23833,4708410,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2097,3905675,55,6797,4658202,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2102,3905679,85,10822,4697908,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2107,3905883,18,2602,4706763,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2108,3905680,37,5527,4702635,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2109,3905681,116,21812,4698276,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2112,3905885,35,4486,4584797,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2116,3906053,35,4640,4699760,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2117,3906054,44,5872,4604817,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2119,3905992,52,7273,4674310,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2121,3905994,95,11368,4695450,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2128,3905995,46,6319,4703538,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2130,3906056,205,24237,4701308,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2139,3905896,45,5850,4694527,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2140,3905897,99,11679,4612058,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2142,3905685,42,5296,4704249,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2148,3906060,61,7343,4705136,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2149,3905687,43,5664,4704816,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2150,3906061,58,7219,4584748,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2167,3906070,46,5885,4679107,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2169,3906072,23,3414,4618506,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2172,3905696,36,5406,4560855,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2173,3905697,35,4964,4654341,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2180,3906079,37,4927,4577200,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2182,3906081,39,5090,4677657,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2186,3906085,36,4639,4699076,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2187,3906086,47,5975,4558575,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2189,3906088,31,4167,4686776,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2191,3906090,33,4355,4594347,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2193,3906092,42,5302,4619660,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2194,3906093,35,4526,4639970,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2196,3906095,34,5260,4694975,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2199,3906098,39,4965,4652294,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2200,3906099,35,4555,4693292,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2205,3906104,42,5306,4666258,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2209,3906108,27,3751,4690944,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2210,3906109,29,3910,4637881,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2215,3906114,34,4383,4601782,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2220,3906119,39,4945,4564008,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2223,3906122,44,5542,4614204,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2224,3906123,51,6418,4702842,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2231,3906130,200,24316,4695270,0xea674fdde714fd979de3edf0f56aa9716b898ec8
2235,3906134,43,5789,4612576,0xea674fdde714fd979de3edf0f56aa9716b898ec8
