X,block_number,block_transaction_count,block_size,block_gas_used,block_miner
349,3904448,58,7607,2157530,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
356,3904455,98,11515,3942665,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
374,3904471,45,5745,4588099,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
377,3904302,115,14376,4668802,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
404,3904483,90,12506,4600658,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
409,3904322,116,14082,4654203,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
421,3904490,90,11756,4681714,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
422,3904330,104,12994,4709385,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
424,3904492,53,12724,4556658,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
429,3904332,132,16174,4620083,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
433,3904497,50,6489,4692104,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
449,3904348,124,16349,4699686,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
461,3904360,77,10100,4633728,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
496,3904114,64,8682,4700516,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
503,3904120,44,5893,4685856,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
514,3904127,75,9293,4674997,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
528,3904137,60,8334,4705703,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
534,3904141,56,7189,4707088,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
548,3904151,108,13040,4699471,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
549,3904396,46,13512,4663381,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
550,3904397,86,10386,4652335,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
580,3904179,108,13156,4705356,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
592,3904191,56,7548,4707541,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
597,3904196,74,9265,4707072,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
612,3904605,49,6305,4578926,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
624,3904612,24,3607,4693924,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
628,3904513,61,7611,4626626,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
644,3904522,69,8484,4575590,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
656,3904530,64,7767,4606622,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
661,3904628,21,3515,2271452,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
671,3904538,63,8118,4608450,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
674,3904541,62,8352,4570331,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
681,3904637,28,3654,2971250,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
743,3904673,34,4842,4695244,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
749,3904568,55,6677,4561823,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
750,3904569,60,8137,4601050,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
758,3904573,45,6393,4548086,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
762,3904683,47,6266,4588491,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
773,3904706,75,10828,4630693,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
799,3904804,10,1647,4701591,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
801,3904806,54,7019,4623767,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
809,3904692,39,4931,4692754,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
811,3904587,54,7002,4572646,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
820,3904811,47,5916,4684399,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
841,3904593,3,871,4697071,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
847,3904595,15,2279,4626776,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
879,3904836,10,1645,4700556,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
890,3904746,68,9811,4701614,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
891,3904843,51,6515,4688661,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
907,3904753,27,3988,4625483,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
909,3904755,39,5934,4686236,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
916,3904856,36,4993,4380950,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
932,3904865,55,7188,4699400,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
947,3904870,43,5675,4038814,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
962,3904880,22,3131,4706054,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
975,3904886,35,4677,4702560,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
994,3904901,13,2323,4709000,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
996,3904798,52,6758,4700564,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1006,3904908,6,1269,4660109,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1027,3904926,59,7257,4668979,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1053,3904952,54,6820,4537045,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1054,3904953,4,1046,4696763,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1057,3904956,42,5878,4568870,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1071,3904970,41,5654,4613389,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1077,3904976,34,4656,2739381,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1089,3904988,146,17514,4697520,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1096,3904995,110,13767,4696140,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1098,3904997,105,12664,4674636,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1101,3905000,86,10696,4692402,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1102,3905001,49,6707,4657806,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1106,3905005,79,9806,4680496,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1179,3905078,106,13149,4661122,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1197,3905096,68,9400,4672522,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1209,3905108,65,8043,4692419,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1223,3905122,47,5895,4585545,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1231,3905301,84,11010,4659877,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1237,3905134,65,8926,4651740,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1241,3905305,67,9276,4699974,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1257,3905314,72,8642,4623335,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1259,3905400,42,5932,4557678,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1279,3905406,40,5705,4635780,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1304,3905417,43,6019,4605998,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1307,3905333,80,9957,4699349,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1313,3905420,43,5535,4654598,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1320,3905425,49,6649,4707668,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1358,3905164,58,8473,4640933,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1359,3905442,50,6515,4691407,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1371,3905202,75,9647,4707038,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1379,3905450,65,8156,4671306,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1382,3905451,54,6870,4706175,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1386,3905353,34,4781,4534647,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1394,3905356,45,5626,4657120,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1401,3905461,47,5998,4656040,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1402,3905357,5,1612,4642514,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1409,3905465,68,8553,4593790,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1412,3905177,56,7379,4605059,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1433,3905185,63,8371,4559831,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1437,3905365,38,4908,4675704,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1451,3905367,41,5830,4628065,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1460,3905192,112,14167,4711547,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1469,3905375,62,8010,4700932,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1474,3905483,45,5986,4686162,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1478,3905220,11,1769,4705286,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1486,3905379,27,3539,4698999,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1501,3905228,82,10510,4681449,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1506,3905387,38,5053,4637018,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1507,3905229,53,7113,4690804,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1516,3905198,53,6568,4658978,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1517,3905494,48,6125,4603580,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1529,3905396,50,6523,4633984,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1530,3905498,58,7565,4648248,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1535,3905397,38,6413,4617625,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1566,3905265,43,6040,4537112,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1567,3905266,45,6166,4657385,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1579,3905278,62,8564,4697738,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1622,3905521,32,8584,4689256,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1648,3905547,41,5735,4697722,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1685,3905584,49,6547,4653277,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1687,3905586,43,6657,4687798,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1707,3905706,37,4881,4695666,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1714,3905713,65,8022,4576323,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1715,3905714,35,4609,4543761,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1732,3905731,53,6715,4675477,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1791,3905790,48,6469,4703339,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1792,3905791,30,3938,4662964,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1801,3905797,43,6271,4656349,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1819,3905904,59,7298,4689347,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1831,3905908,109,13396,4708366,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1849,3905604,37,4895,4706613,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1851,3905920,44,5826,4711061,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1863,3905923,12,1871,4627000,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1867,3905610,48,6874,4623341,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1872,3905927,47,5844,4664427,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1873,3905928,4,989,4631185,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1897,3906001,63,8335,4704254,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1926,3905939,44,6039,4696763,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1935,3905842,43,5437,4701025,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1965,3905641,53,6684,4642984,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1974,3906022,22,10281,4638301,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1985,3905960,38,5390,4645180,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1989,3905961,44,5861,4614624,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
1991,3905854,66,8040,4540172,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2003,3905857,41,5305,4698369,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2018,3905652,49,6128,4677475,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2021,3905970,39,5034,4681758,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2029,3906043,29,3760,4688412,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2042,3905860,36,5241,4698450,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2045,3905660,39,4964,4635510,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2055,3905866,54,10313,4691854,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2078,3905986,51,6699,4639274,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2081,3905874,67,8420,4571164,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2086,3905668,44,5555,4584670,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2090,3905671,41,5298,4706931,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2095,3905877,32,4272,4691508,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2101,3905878,20,2822,4685000,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2111,3905990,38,4848,4697103,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2154,3906063,6,1208,4705903,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2160,3906067,30,3966,4610813,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2171,3906074,42,5342,4552437,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2192,3906091,37,5167,4536363,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2204,3906103,42,5341,4551292,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2212,3906111,37,4776,4678416,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2226,3906125,27,3613,4657414,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2228,3906127,11,1759,4647968,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2253,3906152,42,5382,4627865,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2257,3906156,40,5080,4610788,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2268,3906167,36,4591,4683255,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2303,3906402,5,1625,4702456,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2308,3906407,45,5642,4565708,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2311,3906410,28,3761,4681817,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2331,3906430,33,4274,4656178,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2334,3906433,30,3949,4560374,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2336,3906435,40,5080,4628696,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2340,3906439,37,4787,4700824,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2347,3906446,38,4924,4619081,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2354,3906453,42,5351,4655112,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2358,3906457,6,1211,4694488,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2364,3906463,48,5983,4622285,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2365,3906464,39,5056,4595877,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2377,3906476,35,4545,4636787,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2406,3906206,38,4829,4684571,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2413,3906212,26,3677,4674411,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2453,3906308,45,5647,4569183,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2475,3906251,41,5218,4647208,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2510,3906263,34,4584,4556432,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2516,3906347,49,6360,4536077,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2521,3906349,44,6441,4694466,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2533,3906355,49,6095,4711223,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2535,3906278,38,4940,4612696,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2536,3906356,41,5202,4560655,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2537,3906357,46,6068,4712087,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2539,3906280,43,5546,4648897,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2542,3906359,41,5209,4542331,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2576,3906299,32,4177,4682035,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2586,3906385,33,4809,4575725,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2616,3906515,42,5383,4590956,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2636,3906535,42,5626,4621282,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2640,3906539,52,6792,4573940,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2642,3906541,43,5707,4616826,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2657,3906556,52,6645,4708122,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2666,3906565,40,5069,4702377,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2687,3906586,23,3109,4710028,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2703,3906602,44,5741,4706128,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2738,3906637,18,2715,4669974,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2739,3906638,42,5358,4640666,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2751,3906644,40,5452,4702286,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2767,3906809,42,5400,4688252,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2783,3906661,39,5119,4692671,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2789,3906904,36,5655,4700154,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2796,3906662,34,6102,4701686,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2821,3906914,41,5148,4707377,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2835,3906824,35,5805,4705664,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2836,3906714,43,7199,4668596,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2843,3906828,46,7249,4703106,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2868,3907018,25,3435,4709460,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2875,3906721,9,1552,4694000,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2909,3906930,37,5087,4695678,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2917,3906934,40,5133,4619338,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2918,3906843,34,4549,4699662,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2919,3906935,49,6091,4693125,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2920,3906678,39,6789,4643246,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2938,3906739,37,6358,4686286,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2942,3906683,38,4983,4623498,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2951,3906685,44,5775,4616787,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2953,3906848,58,7233,4682211,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2973,3906944,37,4927,4704954,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2983,3906692,81,10493,4709448,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2985,3907037,44,5957,4700874,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2988,3907038,36,4703,4642490,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
2997,3906953,27,3568,4628899,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3065,3907055,61,7561,4671004,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3068,3906763,40,7744,4668819,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3072,3907057,81,9636,4692934,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3077,3906765,38,6585,4634665,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3084,3906972,38,4842,4696213,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3109,3906775,49,6843,4591181,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3113,3907063,59,7584,4697561,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3125,3906983,33,6335,4639342,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3138,3906780,42,6190,4689765,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3141,3907070,40,5129,4706515,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3149,3906898,37,4873,4550030,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3151,3906990,38,5782,4627890,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3155,3907074,43,5414,4703550,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3187,3907091,51,6316,4705362,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3207,3907406,38,4974,4686699,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3232,3907431,41,5365,4708079,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3257,3907456,44,5942,4705323,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3260,3907459,41,5255,4652300,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3261,3907460,41,5213,4668624,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3265,3907464,41,5368,4591979,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3280,3907479,36,7727,4699966,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3281,3907480,37,4897,4701724,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3284,3907483,35,5185,4710949,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3298,3907497,40,5146,4710393,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3305,3907504,48,6146,4691480,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3319,3907518,42,5303,4647451,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3321,3907520,39,4987,4624184,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3352,3907545,17,2483,4708049,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3363,3907552,44,5616,4705673,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3364,3907210,30,4053,4701589,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3365,3907211,36,4906,4702003,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3389,3907563,38,5038,4620539,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3395,3907569,22,3032,4575246,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3418,3907579,38,4983,4710336,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3422,3907580,32,4230,4694561,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3438,3907588,34,4411,4653129,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3439,3907237,46,6716,4691741,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3442,3907591,40,5187,4705983,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3450,3907593,41,5414,4710676,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3476,3907252,33,5894,4598350,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3481,3907324,60,7620,4699157,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3499,3907335,40,5468,4653116,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3500,3907336,10,2129,4708269,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3506,3907339,40,5085,4702051,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3537,3907346,33,4338,4622265,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3538,3907347,42,5420,4611647,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3635,3907137,39,4992,4686222,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3637,3907139,27,3578,4701564,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3650,3907149,36,4635,4697488,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3657,3907156,41,5242,4701974,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3666,3907165,44,5626,4671832,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3669,3907168,44,5608,4634544,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3675,3907174,47,6105,4711525,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3691,3907190,31,4201,4604879,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3702,3907601,40,5090,4709384,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3703,3907602,35,4651,4207591,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3712,3907611,42,5562,4699308,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3713,3907612,38,5391,4640518,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3718,3907617,34,4580,4696995,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3720,3907619,37,5370,4706925,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3753,3907652,50,6852,4707156,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3761,3907660,24,3631,4688789,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3762,3907661,47,6694,4703622,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3765,3907664,27,3731,4621388,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3766,3907665,49,6975,4629608,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3791,3907690,41,5520,4695494,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3803,3907702,45,5842,4681679,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
3833,3907732,36,4644,4673866,0x52bc44d5378309ee2abf1539bf71de1b7d7be3b5
